ori_name,emo_1,emo_2,emo_3,wav_id,slice1,slice2
HQ_DanceCover0351_slice04_slice1.wav,HQ,HQ,HQ,0351,slice04,slice1.wav
IT_DanceCover0354_slice03_slice1.wav,IT,IT,IT,0354,slice03,slice1.wav
PB_CF_DanceCover0346_slice04_slice0.wav,PB,CF,PB,0346,slice04,slice0.wav
CF_LE_DanceCover0294_slice02_slice1.wav,CF,LE,CF,0294,slice02,slice1.wav
HQ_DanceCover0726_slice02_slice0.wav,HQ,HQ,HQ,0726,slice02,slice0.wav
IT_DanceCover0384_slice03_slice0.wav,IT,IT,IT,0384,slice03,slice0.wav
CF_DanceCover0356_slice10_slice0.wav,CF,CF,CF,0356,slice10,slice0.wav
PB_CF_DanceCover0684_slice01_slice1.wav,PB,CF,PB,0684,slice01,slice1.wav
PB_LE_DanceCover0241_slice03_slice1.wav,PB,LE,PB,0241,slice03,slice1.wav
HQ_DanceCover0446_slice01_slice1.wav,HQ,HQ,HQ,0446,slice01,slice1.wav
IT_DanceCover0357_slice05_slice0.wav,IT,IT,IT,0357,slice05,slice0.wav
LE_HQ_DanceCover0364_slice04_slice1.wav,LE,HQ,LE,0364,slice04,slice1.wav
PB_HQ_DanceCover0318_slice06_slice1.wav,PB,HQ,PB,0318,slice06,slice1.wav
PB_CF_DanceCover0401_slice07_slice0.wav,PB,CF,PB,0401,slice07,slice0.wav
PB_CF_DanceCover0272_slice06_slice0.wav,PB,CF,PB,0272,slice06,slice0.wav
IT_DanceCover0472_slice01_slice0.wav,IT,IT,IT,0472,slice01,slice0.wav
PB_IT_DanceCover0233_slice03_slice0.wav,PB,IT,PB,0233,slice03,slice0.wav
LE_IT_DanceCover0643_slice02_slice0.wav,LE,IT,LE,0643,slice02,slice0.wav
LE_DanceCover0409_slice07_slice0.wav,LE,LE,LE,0409,slice07,slice0.wav
LE_DanceCover0381_slice03_slice0.wav,LE,LE,LE,0381,slice03,slice0.wav
CF_DanceCover0398_slice05_slice1.wav,CF,CF,CF,0398,slice05,slice1.wav
PB_CF_DanceCover0108_slice01_slice0.wav,PB,CF,PB,0108,slice01,slice0.wav
PB_DanceCover0407_slice01_slice1.wav,PB,PB,PB,0407,slice01,slice1.wav
PB_CF_DanceCover0262_slice01_slice0.wav,PB,CF,PB,0262,slice01,slice0.wav
PB_DanceCover0822_slice07_slice0.wav,PB,PB,PB,0822,slice07,slice0.wav
PB_DanceCover0850_slice09_slice0.wav,PB,PB,PB,0850,slice09,slice0.wav
PB_CF_DanceCover0157_slice01_slice1.wav,PB,CF,PB,0157,slice01,slice1.wav
PB_CF_DanceCover0444_slice02_slice0.wav,PB,CF,PB,0444,slice02,slice0.wav
IT_DanceCover0647_slice05_slice1.wav,IT,IT,IT,0647,slice05,slice1.wav
HQ_DanceCover0315_slice02_slice0.wav,HQ,HQ,HQ,0315,slice02,slice0.wav
PB_LE_DanceCover0224_slice01_slice0.wav,PB,LE,PB,0224,slice01,slice0.wav
PB_CF_DanceCover0275_slice01_slice0.wav,PB,CF,PB,0275,slice01,slice0.wav
PB_HQ_DanceCover0306_slice03_slice1.wav,PB,HQ,PB,0306,slice03,slice1.wav
PB_CF_DanceCover0148_slice02_slice1.wav,PB,CF,PB,0148,slice02,slice1.wav
PB_DanceCover0850_slice09_slice1.wav,PB,PB,PB,0850,slice09,slice1.wav
PB_DanceCover0863_slice11_slice1.wav,PB,PB,PB,0863,slice11,slice1.wav
HQ_DanceCover0442_slice03_slice0.wav,HQ,HQ,HQ,0442,slice03,slice0.wav
PB_IT_DanceCover0514_slice03_slice1.wav,PB,IT,PB,0514,slice03,slice1.wav
PB_HQ_DanceCover0303_slice03_slice0.wav,PB,HQ,PB,0303,slice03,slice0.wav
PB_IT_DanceCover0273_slice02_slice1.wav,PB,IT,PB,0273,slice02,slice1.wav
PB_DanceCover0365_slice09_slice0.wav,PB,PB,PB,0365,slice09,slice0.wav
PB_IT_DanceCover0279_slice02_slice1.wav,PB,IT,PB,0279,slice02,slice1.wav
PB_LE_DanceCover0392_slice04_slice0.wav,PB,LE,PB,0392,slice04,slice0.wav
PB_CF_DanceCover0174_slice03_slice1.wav,PB,CF,PB,0174,slice03,slice1.wav
PB_DanceCover0393_slice07_slice0.wav,PB,PB,PB,0393,slice07,slice0.wav
PB_DanceCover0866_slice02_slice0.wav,PB,PB,PB,0866,slice02,slice0.wav
LE_DanceCover0462_slice03_slice0.wav,LE,LE,LE,0462,slice03,slice0.wav
PB_CF_DanceCover0272_slice02_slice0.wav,PB,CF,PB,0272,slice02,slice0.wav
PB_LE_DanceCover0204_slice02_slice0.wav,PB,LE,PB,0204,slice02,slice0.wav
PB_DanceCover0850_slice10_slice1.wav,PB,PB,PB,0850,slice10,slice1.wav
PB_CF_DanceCover0243_slice01_slice1.wav,PB,CF,PB,0243,slice01,slice1.wav
LE_IT_DanceCover0264_slice04_slice0.wav,LE,IT,LE,0264,slice04,slice0.wav
CF_DanceCover0783_slice03_slice1.wav,CF,CF,CF,0783,slice03,slice1.wav
PB_DanceCover0862_slice02_slice1.wav,PB,PB,PB,0862,slice02,slice1.wav
PB_HQ_DanceCover0419_slice05_slice1.wav,PB,HQ,PB,0419,slice05,slice1.wav
PB_LE_DanceCover0368_slice03_slice0.wav,PB,LE,PB,0368,slice03,slice0.wav
LE_DanceCover0459_slice06_slice0.wav,LE,LE,LE,0459,slice06,slice0.wav
PB_HQ_DanceCover0211_slice02_slice1.wav,PB,HQ,PB,0211,slice02,slice1.wav
PB_DanceCover0869_slice07_slice1.wav,PB,PB,PB,0869,slice07,slice1.wav
IT_DanceCover0145_slice04_slice0.wav,IT,IT,IT,0145,slice04,slice0.wav
PB_DanceCover0822_slice03_slice1.wav,PB,PB,PB,0822,slice03,slice1.wav
PB_DanceCover0822_slice07_slice1.wav,PB,PB,PB,0822,slice07,slice1.wav
PB_CF_DanceCover0346_slice02_slice0.wav,PB,CF,PB,0346,slice02,slice0.wav
PB_IT_DanceCover0266_slice13_slice1.wav,PB,IT,PB,0266,slice13,slice1.wav
IT_DanceCover0400_slice02_slice1.wav,IT,IT,IT,0400,slice02,slice1.wav
PB_LE_DanceCover0335_slice02_slice1.wav,PB,LE,PB,0335,slice02,slice1.wav
IT_DanceCover0322_slice01_slice0.wav,IT,IT,IT,0322,slice01,slice0.wav
IT_DanceCover0654_slice01_slice0.wav,IT,IT,IT,0654,slice01,slice0.wav
PB_DanceCover0412_slice03_slice1.wav,PB,PB,PB,0412,slice03,slice1.wav
PB_HQ_DanceCover0303_slice01_slice0.wav,PB,HQ,PB,0303,slice01,slice0.wav
IT_DanceCover0348_slice03_slice1.wav,IT,IT,IT,0348,slice03,slice1.wav
PB_DanceCover0411_slice01_slice1.wav,PB,PB,PB,0411,slice01,slice1.wav
IT_DanceCover0345_slice01_slice1.wav,IT,IT,IT,0345,slice01,slice1.wav
HQ_DanceCover0642_slice02_slice0.wav,HQ,HQ,HQ,0642,slice02,slice0.wav
PB_DanceCover0254_slice02_slice1.wav,PB,PB,PB,0254,slice02,slice1.wav
PB_CF_DanceCover0299_slice01_slice0.wav,PB,CF,PB,0299,slice01,slice0.wav
PB_CF_DanceCover0405_slice02_slice1.wav,PB,CF,PB,0405,slice02,slice1.wav
PB_DanceCover0411_slice10_slice1.wav,PB,PB,PB,0411,slice10,slice1.wav
HQ_DanceCover0446_slice05_slice1.wav,HQ,HQ,HQ,0446,slice05,slice1.wav
CF_DanceCover0263_slice07_slice0.wav,CF,CF,CF,0263,slice07,slice0.wav
HQ_DanceCover0315_slice01_slice0.wav,HQ,HQ,HQ,0315,slice01,slice0.wav
PB_LE_DanceCover0475_slice05_slice0.wav,PB,LE,PB,0475,slice05,slice0.wav
PB_CF_DanceCover0169_slice01_slice0.wav,PB,CF,PB,0169,slice01,slice0.wav
PB_DanceCover0869_slice11_slice0.wav,PB,PB,PB,0869,slice11,slice0.wav
CF_DanceCover0398_slice11_slice1.wav,CF,CF,CF,0398,slice11,slice1.wav
PB_DanceCover0835_slice02_slice0.wav,PB,PB,PB,0835,slice02,slice0.wav
CF_DanceCover0406_slice01_slice0.wav,CF,CF,CF,0406,slice01,slice0.wav
PB_CF_DanceCover0146_slice04_slice0.wav,PB,CF,PB,0146,slice04,slice0.wav
PB_CF_DanceCover0023_slice02_slice1.wav,PB,CF,PB,0023,slice02,slice1.wav
HQ_DanceCover0315_slice02_slice1.wav,HQ,HQ,HQ,0315,slice02,slice1.wav
PB_DanceCover0835_slice06_slice0.wav,PB,PB,PB,0835,slice06,slice0.wav
PB_CF_DanceCover0275_slice06_slice0.wav,PB,CF,PB,0275,slice06,slice0.wav
LE_IT_DanceCover0007_slice01_slice0.wav,LE,IT,LE,0007,slice01,slice0.wav
HQ_DanceCover0656_slice01_slice0.wav,HQ,HQ,HQ,0656,slice01,slice0.wav
PB_IT_DanceCover0308_slice04_slice0.wav,PB,IT,PB,0308,slice04,slice0.wav
PB_CF_DanceCover0275_slice03_slice1.wav,PB,CF,PB,0275,slice03,slice1.wav
PB_DanceCover0254_slice01_slice1.wav,PB,PB,PB,0254,slice01,slice1.wav
HQ_DanceCover0379_slice05_slice0.wav,HQ,HQ,HQ,0379,slice05,slice0.wav
PB_LE_DanceCover0392_slice02_slice0.wav,PB,LE,PB,0392,slice02,slice0.wav
CF_DanceCover0356_slice03_slice1.wav,CF,CF,CF,0356,slice03,slice1.wav
CF_DanceCover0398_slice11_slice0.wav,CF,CF,CF,0398,slice11,slice0.wav
PB_IT_DanceCover0233_slice06_slice0.wav,PB,IT,PB,0233,slice06,slice0.wav
PB_CF_DanceCover0405_slice03_slice0.wav,PB,CF,PB,0405,slice03,slice0.wav
LE_IT_DanceCover0104_slice01_slice1.wav,LE,IT,LE,0104,slice01,slice1.wav
LE_IT_DanceCover0643_slice01_slice0.wav,LE,IT,LE,0643,slice01,slice0.wav
PB_HQ_DanceCover0318_slice01_slice1.wav,PB,HQ,PB,0318,slice01,slice1.wav
PB_HQ_DanceCover0270_slice01_slice0.wav,PB,HQ,PB,0270,slice01,slice0.wav
IT_DanceCover0665_slice01_slice1.wav,IT,IT,IT,0665,slice01,slice1.wav
PB_DanceCover0858_slice10_slice1.wav,PB,PB,PB,0858,slice10,slice1.wav
PB_CF_DanceCover0262_slice02_slice1.wav,PB,CF,PB,0262,slice02,slice1.wav
PB_LE_DanceCover0233_slice02_slice1.wav,PB,LE,PB,0233,slice02,slice1.wav
HQ_DanceCover0242_slice05_slice0.wav,HQ,HQ,HQ,0242,slice05,slice0.wav
PB_HQ_DanceCover0419_slice01_slice1.wav,PB,HQ,PB,0419,slice01,slice1.wav
CF_LE_DanceCover0093_slice01_slice0.wav,CF,LE,CF,0093,slice01,slice0.wav
PB_DanceCover0862_slice01_slice1.wav,PB,PB,PB,0862,slice01,slice1.wav
PB_IT_DanceCover0482_slice02_slice1.wav,PB,IT,PB,0482,slice02,slice1.wav
PB_LE_DanceCover0260_slice06_slice0.wav,PB,LE,PB,0260,slice06,slice0.wav
PB_LE_DanceCover0204_slice04_slice1.wav,PB,LE,PB,0204,slice04,slice1.wav
PB_DanceCover0729_slice08_slice0.wav,PB,PB,PB,0729,slice08,slice0.wav
IT_DanceCover0354_slice02_slice1.wav,IT,IT,IT,0354,slice02,slice1.wav
PB_DanceCover0869_slice06_slice1.wav,PB,PB,PB,0869,slice06,slice1.wav
IT_DanceCover0493_slice03_slice1.wav,IT,IT,IT,0493,slice03,slice1.wav
PB_DanceCover0457_slice08_slice1.wav,PB,PB,PB,0457,slice08,slice1.wav
LE_DanceCover0459_slice02_slice0.wav,LE,LE,LE,0459,slice02,slice0.wav
PB_HQ_DanceCover0336_slice01_slice1.wav,PB,HQ,PB,0336,slice01,slice1.wav
HQ_DanceCover0290_slice04_slice1.wav,HQ,HQ,HQ,0290,slice04,slice1.wav
PB_DanceCover0862_slice04_slice0.wav,PB,PB,PB,0862,slice04,slice0.wav
CF_DanceCover0356_slice08_slice1.wav,CF,CF,CF,0356,slice08,slice1.wav
PB_CF_DanceCover0405_slice06_slice0.wav,PB,CF,PB,0405,slice06,slice0.wav
PB_LE_DanceCover0204_slice03_slice1.wav,PB,LE,PB,0204,slice03,slice1.wav
PB_DanceCover0846_slice01_slice0.wav,PB,PB,PB,0846,slice01,slice0.wav
LE_IT_DanceCover0140_slice02_slice1.wav,LE,IT,LE,0140,slice02,slice1.wav
PB_CF_DanceCover0244_slice05_slice0.wav,PB,CF,PB,0244,slice05,slice0.wav
PB_HQ_DanceCover0306_slice02_slice0.wav,PB,HQ,PB,0306,slice02,slice0.wav
PB_DanceCover0863_slice10_slice1.wav,PB,PB,PB,0863,slice10,slice1.wav
LE_IT_DanceCover0140_slice01_slice0.wav,LE,IT,LE,0140,slice01,slice0.wav
CF_DanceCover0356_slice03_slice0.wav,CF,CF,CF,0356,slice03,slice0.wav
HQ_DanceCover0442_slice05_slice0.wav,HQ,HQ,HQ,0442,slice05,slice0.wav
HQ_DanceCover0193_slice03_slice1.wav,HQ,HQ,HQ,0193,slice03,slice1.wav
PB_CF_DanceCover0447_slice01_slice1.wav,PB,CF,PB,0447,slice01,slice1.wav
PB_HQ_DanceCover0307_slice03_slice1.wav,PB,HQ,PB,0307,slice03,slice1.wav
PB_IT_DanceCover0285_slice05_slice0.wav,PB,IT,PB,0285,slice05,slice0.wav
PB_CF_DanceCover0281_slice04_slice0.wav,PB,CF,PB,0281,slice04,slice0.wav
IT_DanceCover0267_slice03_slice1.wav,IT,IT,IT,0267,slice03,slice1.wav
PB_CF_DanceCover0159_slice04_slice0.wav,PB,CF,PB,0159,slice04,slice0.wav
PB_HQ_DanceCover0291_slice02_slice1.wav,PB,HQ,PB,0291,slice02,slice1.wav
LE_IT_DanceCover0266_slice11_slice1.wav,LE,IT,LE,0266,slice11,slice1.wav
CF_DanceCover0398_slice07_slice1.wav,CF,CF,CF,0398,slice07,slice1.wav
PB_HQ_DanceCover0170_slice03_slice0.wav,PB,HQ,PB,0170,slice03,slice0.wav
PB_DanceCover0407_slice11_slice1.wav,PB,PB,PB,0407,slice11,slice1.wav
PB_IT_DanceCover0195_slice01_slice1.wav,PB,IT,PB,0195,slice01,slice1.wav
PB_DanceCover0411_slice05_slice0.wav,PB,PB,PB,0411,slice05,slice0.wav
PB_LE_DanceCover0260_slice01_slice1.wav,PB,LE,PB,0260,slice01,slice1.wav
PB_DanceCover0407_slice02_slice0.wav,PB,PB,PB,0407,slice02,slice0.wav
PB_CF_DanceCover0274_slice04_slice0.wav,PB,CF,PB,0274,slice04,slice0.wav
PB_CF_DanceCover0156_slice02_slice1.wav,PB,CF,PB,0156,slice02,slice1.wav
PB_IT_DanceCover0394_slice08_slice0.wav,PB,IT,PB,0394,slice08,slice0.wav
PB_CF_DanceCover0179_slice03_slice0.wav,PB,CF,PB,0179,slice03,slice0.wav
PB_IT_DanceCover0308_slice05_slice0.wav,PB,IT,PB,0308,slice05,slice0.wav
HQ_DanceCover0777_slice01_slice1.wav,HQ,HQ,HQ,0777,slice01,slice1.wav
PB_HQ_DanceCover0423_slice04_slice0.wav,PB,HQ,PB,0423,slice04,slice0.wav
CF_DanceCover0398_slice08_slice0.wav,CF,CF,CF,0398,slice08,slice0.wav
PB_DanceCover0387_slice07_slice1.wav,PB,PB,PB,0387,slice07,slice1.wav
PB_CF_DanceCover0321_slice01_slice1.wav,PB,CF,PB,0321,slice01,slice1.wav
LE_HQ_DanceCover0364_slice02_slice0.wav,LE,HQ,LE,0364,slice02,slice0.wav
PB_LE_DanceCover0477_slice01_slice1.wav,PB,LE,PB,0477,slice01,slice1.wav
PB_DanceCover0743_slice06_slice0.wav,PB,PB,PB,0743,slice06,slice0.wav
PB_CF_DanceCover0156_slice03_slice1.wav,PB,CF,PB,0156,slice03,slice1.wav
PB_DanceCover0387_slice03_slice1.wav,PB,PB,PB,0387,slice03,slice1.wav
PB_DanceCover0869_slice11_slice1.wav,PB,PB,PB,0869,slice11,slice1.wav
IT_DanceCover0725_slice04_slice1.wav,IT,IT,IT,0725,slice04,slice1.wav
CF_DanceCover0263_slice01_slice1.wav,CF,CF,CF,0263,slice01,slice1.wav
LE_DanceCover0232_slice05_slice0.wav,LE,LE,LE,0232,slice05,slice0.wav
HQ_DanceCover0330_slice03_slice1.wav,HQ,HQ,HQ,0330,slice03,slice1.wav
PB_IT_DanceCover0287_slice02_slice0.wav,PB,IT,PB,0287,slice02,slice0.wav
PB_DanceCover0862_slice03_slice0.wav,PB,PB,PB,0862,slice03,slice0.wav
PB_CF_DanceCover0179_slice01_slice1.wav,PB,CF,PB,0179,slice01,slice1.wav
PB_DanceCover0457_slice02_slice0.wav,PB,PB,PB,0457,slice02,slice0.wav
IT_DanceCover0266_slice05_slice0.wav,IT,IT,IT,0266,slice05,slice0.wav
PB_DanceCover0862_slice03_slice1.wav,PB,PB,PB,0862,slice03,slice1.wav
LE_DanceCover0409_slice01_slice0.wav,LE,LE,LE,0409,slice01,slice0.wav
HQ_DanceCover0193_slice04_slice1.wav,HQ,HQ,HQ,0193,slice04,slice1.wav
HQ_DanceCover0507_slice01_slice0.wav,HQ,HQ,HQ,0507,slice01,slice0.wav
IT_DanceCover0472_slice03_slice0.wav,IT,IT,IT,0472,slice03,slice0.wav
PB_CF_DanceCover0149_slice03_slice0.wav,PB,CF,PB,0149,slice03,slice0.wav
PB_LE_DanceCover0505_slice04_slice1.wav,PB,LE,PB,0505,slice04,slice1.wav
PB_DanceCover0301_slice02_slice0.wav,PB,PB,PB,0301,slice02,slice0.wav
PB_IT_DanceCover0750_slice02_slice0.wav,PB,IT,PB,0750,slice02,slice0.wav
PB_CF_DanceCover0405_slice05_slice1.wav,PB,CF,PB,0405,slice05,slice1.wav
HQ_DanceCover0167_slice05_slice0.wav,HQ,HQ,HQ,0167,slice05,slice0.wav
PB_CF_DanceCover0051_slice04_slice1.wav,PB,CF,PB,0051,slice04,slice1.wav
PB_IT_DanceCover0287_slice04_slice0.wav,PB,IT,PB,0287,slice04,slice0.wav
PB_DanceCover0866_slice08_slice0.wav,PB,PB,PB,0866,slice08,slice0.wav
PB_LE_DanceCover0505_slice02_slice0.wav,PB,LE,PB,0505,slice02,slice0.wav
IT_DanceCover0647_slice04_slice0.wav,IT,IT,IT,0647,slice04,slice0.wav
CF_DanceCover0356_slice06_slice1.wav,CF,CF,CF,0356,slice06,slice1.wav
PB_DanceCover0862_slice05_slice0.wav,PB,PB,PB,0862,slice05,slice0.wav
HQ_DanceCover0726_slice02_slice1.wav,HQ,HQ,HQ,0726,slice02,slice1.wav
PB_DanceCover0822_slice04_slice1.wav,PB,PB,PB,0822,slice04,slice1.wav
PB_CF_DanceCover0276_slice02_slice1.wav,PB,CF,PB,0276,slice02,slice1.wav
PB_HQ_DanceCover0318_slice05_slice0.wav,PB,HQ,PB,0318,slice05,slice0.wav
PB_IT_DanceCover0273_slice03_slice0.wav,PB,IT,PB,0273,slice03,slice0.wav
PB_DanceCover0863_slice02_slice1.wav,PB,PB,PB,0863,slice02,slice1.wav
IT_DanceCover0384_slice02_slice1.wav,IT,IT,IT,0384,slice02,slice1.wav
PB_IT_DanceCover0089_slice03_slice0.wav,PB,IT,PB,0089,slice03,slice0.wav
PB_DanceCover0387_slice12_slice1.wav,PB,PB,PB,0387,slice12,slice1.wav
PB_LE_DanceCover0164_slice01_slice1.wav,PB,LE,PB,0164,slice01,slice1.wav
PB_LE_DanceCover0245_slice02_slice1.wav,PB,LE,PB,0245,slice02,slice1.wav
CF_DanceCover0259_slice11_slice0.wav,CF,CF,CF,0259,slice11,slice0.wav
CF_DanceCover0356_slice13_slice1.wav,CF,CF,CF,0356,slice13,slice1.wav
CF_LE_DanceCover0294_slice02_slice0.wav,CF,LE,CF,0294,slice02,slice0.wav
PB_CF_DanceCover0259_slice01_slice1.wav,PB,CF,PB,0259,slice01,slice1.wav
HQ_DanceCover0758_slice04_slice0.wav,HQ,HQ,HQ,0758,slice04,slice0.wav
PB_CF_DanceCover0275_slice04_slice1.wav,PB,CF,PB,0275,slice04,slice1.wav
PB_HQ_DanceCover0419_slice05_slice0.wav,PB,HQ,PB,0419,slice05,slice0.wav
LE_DanceCover0255_slice08_slice1.wav,LE,LE,LE,0255,slice08,slice1.wav
PB_DanceCover0862_slice08_slice0.wav,PB,PB,PB,0862,slice08,slice0.wav
HQ_DanceCover0446_slice02_slice1.wav,HQ,HQ,HQ,0446,slice02,slice1.wav
PB_CF_DanceCover0244_slice02_slice0.wav,PB,CF,PB,0244,slice02,slice0.wav
PB_IT_DanceCover0322_slice05_slice1.wav,PB,IT,PB,0322,slice05,slice1.wav
PB_LE_DanceCover0335_slice04_slice0.wav,PB,LE,PB,0335,slice04,slice0.wav
PB_LE_DanceCover0204_slice04_slice0.wav,PB,LE,PB,0204,slice04,slice0.wav
IT_DanceCover0473_slice03_slice1.wav,IT,IT,IT,0473,slice03,slice1.wav
CF_DanceCover0259_slice09_slice1.wav,CF,CF,CF,0259,slice09,slice1.wav
PB_DanceCover0365_slice02_slice0.wav,PB,PB,PB,0365,slice02,slice0.wav
PB_IT_DanceCover0320_slice04_slice0.wav,PB,IT,PB,0320,slice04,slice0.wav
PB_CF_DanceCover0274_slice03_slice1.wav,PB,CF,PB,0274,slice03,slice1.wav
PB_LE_DanceCover0285_slice04_slice0.wav,PB,LE,PB,0285,slice04,slice0.wav
CF_DanceCover0853_slice02_slice1.wav,CF,CF,CF,0853,slice02,slice1.wav
HQ_DanceCover0351_slice04_slice0.wav,HQ,HQ,HQ,0351,slice04,slice0.wav
PB_HQ_DanceCover0419_slice01_slice0.wav,PB,HQ,PB,0419,slice01,slice0.wav
LE_DanceCover0409_slice02_slice1.wav,LE,LE,LE,0409,slice02,slice1.wav
IT_DanceCover0145_slice04_slice1.wav,IT,IT,IT,0145,slice04,slice1.wav
HQ_DanceCover0510_slice01_slice1.wav,HQ,HQ,HQ,0510,slice01,slice1.wav
CF_DanceCover0406_slice08_slice0.wav,CF,CF,CF,0406,slice08,slice0.wav
LE_DanceCover0255_slice07_slice1.wav,LE,LE,LE,0255,slice07,slice1.wav
PB_HQ_DanceCover0291_slice04_slice1.wav,PB,HQ,PB,0291,slice04,slice1.wav
HQ_DanceCover0758_slice02_slice0.wav,HQ,HQ,HQ,0758,slice02,slice0.wav
PB_DanceCover0489_slice03_slice0.wav,PB,PB,PB,0489,slice03,slice0.wav
HQ_DanceCover0642_slice01_slice1.wav,HQ,HQ,HQ,0642,slice01,slice1.wav
LE_DanceCover0459_slice01_slice1.wav,LE,LE,LE,0459,slice01,slice1.wav
LE_IT_DanceCover0643_slice03_slice0.wav,LE,IT,LE,0643,slice03,slice0.wav
